id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
CHEBI:18059	CHEBI:50860				lipid	'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.										
CHEBI:78840	CHEBI:50860				olefinic compound	Any organic molecular entity that contains at least one C=C bond.										
CHEBI:64709	CHEBI:50860				organic acid	Any organic molecular entity that is acidic and contains carbon in covalent linkage.										
CHEBI:25750	CHEBI:50860			CHEBI:51143	oxime	Compounds of structure R2C=NOH derived from condensation of aldehydes or ketones with hydroxylamine. Oximes from aldehydes may be called aldoximes; those from ketones may be called ketoximes.										
CHEBI:72588	CHEBI:50860				semisynthetic derivative	Any organic molecular entity derived from a natural product by partial chemical synthesis.										
CHEBI:52898	CHEBI:51026				azamacrocycle	A cyclic macromolecule containing one or more nitrogen atoms in place of carbon either as the divalent group NH for the group CH2 or a single trivalent nitrogen atom for the group CH.										
CHEBI:32988	CHEBI:51143				amide	An amide is a derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.										
CHEBI:35362	CHEBI:51143				hydrazide	Compounds derived from oxoacids RkE(=O)l(OH)m (l =/= 0) by replacing -OH  by -NRNR2 (R groups are commonly H). (IUPAC).										
CHEBI:35715	CHEBI:51143				nitro compound	A compound having a nitro group, -NO2 (free valence on nitrogen), which may be attached to carbon, nitrogen (as in nitramines), or oxygen (as in nitrates), among other elements (in the absence of specification, C-nitro compounds are usually implied).										
CHEBI:62764	CHEBI:51143				reactive nitrogen species	A family of nitrogen molecular entities which are highly reactive and derived from nitric oxide (.NO) and superoxide (O2.(-)) produced via the enzymatic activity of inducible nitric oxide synthase 2 (NOS2) and NADPH oxidase respectively.										
CHEBI:27369	CHEBI:51151				zwitterion	A neutral compound having formal unit electrical charges of opposite sign on non-adjacent atoms. Sometimes referred to as inner salts, dipolar ions (a misnomer).										
CHEBI:51689	CHEBI:51721			CHEBI:78840	enone	An alpha,beta-unsaturated ketone of general formula R(1)R(2)C=CR(3)-C(=O)R(4) (R(4) =/= H) in which the C=O function is conjugated to a C=C double bond at the alpha,beta position.										
CHEBI:51751	CHEBI:51750			CHEBI:78840	enamide	An alpha,beta-unsaturated carboxylic acid amide of general formula R(1)R(2)C=CR(3)-C(=O)NR(4)R(5) in which the amide C=O function is conjugated to a C=C double bond at the alpha,beta position.										
CHEBI:51959	CHEBI:51958				organic tricyclic compound											
CHEBI:33290	CHEBI:52211				food	Any material that can be ingested by an organism.										
CHEBI:24628	CHEBI:55370				imidazolidine-2,4-dione	An imidazolidinone with oxo groups at position 2 and 4.										
CHEBI:102484	CHEBI:55373			CHEBI:87228	sulfisoxazole	A sulfonamide antibacterial with an oxazole substituent. It has antibiotic activity against a wide range of gram-negative and gram-positive organisms.										
CHEBI:281056	CHEBI:55504			GENEPIO:0001187	loracarbef anion	The conjugate base of loracarbef.										
CHEBI:59772	CHEBI:5653				hemiketal	A hemiacetal having the structure RR(1)C(OH)OR(2) (R, R(1), R(2) =/= H), derived from a ketone by formal addition of an alcohol to the carbonyl group.										
CHEBI:38131	CHEBI:5653				lactol	Cyclic hemiacetals formed by intramolecular addition of a hydroxy group to an aldehydic or ketonic carbonyl group. They are thus 1-oxacycloalkan-2-ols or unsaturated analogues.										
CHEBI:8309	CHEBI:59062				polymyxin B1	A polymyxin having a (6R)-6-methyloctanoyl group at the amino terminus.										
CHEBI:59063	CHEBI:59062				polymyxin B2	A polymyxin having a 6-methylheptanoyl group at the amino terminus.										
GENEPIO:0001077	CHEBI:59132				H antigen											
GENEPIO:0001076	CHEBI:59132				O antigen											
CHEBI:59770	CHEBI:59769				cyclic acetal	An acetal in the molecule of which the acetal carbon and one or both oxygen atoms thereon are members of a ring.										
CHEBI:59777	CHEBI:59769				ketal	An acetal of formula R2C(OR)2 (R =/= H) derived from a ketone by replacement of the oxo group by two hydrocarbyloxy groups. The class name 'ketals', once abandoned by IUPAC, has been reinstated as a subclass of acetals.										
CHEBI:59793	CHEBI:59792				monothioacetal	A thioacetal having the structure R2C(OR')(SR'). The term includes monothioketals, R =/= H, as a subclass.										
CHEBI:35275	CHEBI:59793			CHEBI:63161|CHEBI:73754	S-glycosyl compound	A glycosyl compound arising formally from the elimination of water from a glycosidic hydroxy group and a S atom bound to a carbon atom, thus creating a C-S bond.										
CHEBI:61800	CHEBI:61689				2-deoxystreptamine derivative	Any derivative of 2-deoxystreptamine.										
CHEBI:4454	CHEBI:61689				Destomysin											
CHEBI:24400	CHEBI:63161				glycoside	A glycosyl compound resulting from the attachment of a glycosyl group to a non-acyl group RO-, RS-, RSe-, etc. The bond between the glycosyl group and the non-acyl group is called a glycosidic bond. By extension, the terms N-glycosides and C-glycosides are used as class names for glycosylamines and for compounds having a glycosyl group attached to a hydrocarbyl group respectively. These terms are misnomers and should not be used. The preferred terms are glycosylamines and C-glycosyl compounds, respectively.										
CHEBI:63284	CHEBI:63276				mycinamicin IV	A mycinamicin composed of a 16-membered ring macrolactone core, an N,N-dimethylated deoxysugar desosamine and a 2,3-di-O-methylated 6-deoxysugar mycinose.										
CHEBI:28963	CHEBI:63299				amino sugar	Any sugar having one or more alcoholic hydroxy groups replaced by substituted or unsubstituted amino groups.										
CHEBI:23007	CHEBI:63299				carbohydrate-containing antibiotic	Any carbohydrate derivative that exhibits antibiotic activity.										
CHEBI:63353	CHEBI:63299				disaccharide derivative	A carbohydrate derivative that is formally obtained from a disaccharide.										
CHEBI:63161	CHEBI:63299				glycosyl compound	A carbohydrate derivative arising formally from the elimination of water from a glycosidic hydroxy group and an H atom bound to an oxygen, carbon, nitrogen or sulfur atom of a separate entity.										
CHEBI:63367	CHEBI:63299				monosaccharide derivative	A carbohydrate derivative that is formally obtained from a monosaccharide.										
CHEBI:63563	CHEBI:63299				oligosaccharide derivative	A carbohydrate derivative that is formally obtained from an oligosaccharide.										
CHEBI:63567	CHEBI:63563				tetrasaccharide derivative	An oligosaccharide derivative that is formally obtained from a tetrasaccharide.										
CHEBI:48947	CHEBI:64509				clavulanic acid	Antibiotic isolated from Streptomyces clavuligerus. It acts as a suicide inhibitor of bacterial beta-lactamase enzymes.										
CHEBI:73772	CHEBI:65212				K antigen	Any capsular polysaccharide derivative which is carried on the surface of a bacterial capsule or formed on the outer portion of a cell wall and masks somatic O antigens.										
CHEBI:23677	CHEBI:68452				diazole	An azole that is either one of a pair of heterocyclic organic compounds comprising three carbon atoms and two nitrogen atoms arranged in a ring.										
CHEBI:26455	CHEBI:68452				pyrroles	An azole that includes only one N atom and no other heteroatom as a part of the aromatic skeleton.										
CHEBI:35689	CHEBI:68452				tetrazoles	An azole in which the five-membered heterocyclic aromatic skeleton contains four N atoms and one C atom.										
CHEBI:35727	CHEBI:68452				triazoles	An azole in which the five-membered heterocyclic aromatic skeleton contains three N atoms and two C atoms.										
CHEBI:71961	CHEBI:71960				lividomycin A	A member of the class of lividomycins that is lividomycin B in which position 4 of the diamino-L-idopyranosyl moiety has been converted to its alpha-D-mannopyranoside.										
CHEBI:71962	CHEBI:71960				lividomycin B	A member of the class of lividomycins that is paromomycin in which the 2-amino-2-deoxyglucopyranosyl moiety is lacking the hydroxy group at position 3.										
CHEBI:51151	CHEBI:72695				dipolar compound	An  organic molecule that is electrically neutral carrying a positive and a negative charge in one of its major canonical descriptions. In most dipolar compounds the charges are delocalized; however the term is also applied to species where this is not the case.										
CHEBI:36587	CHEBI:72695				organic oxo compound	Organic compounds containing an oxygen atom, =O, doubly bonded to carbon or another element.										
CHEBI:73537	CHEBI:73539				1,8-naphthyridine derivative	Any naphthyridine derivative that is a derivative of 1,8-naphthyridine.										
CHEBI:63598	CHEBI:7731			GENEPIO:0001097	levofloxacin	An optically active form of ofloxacin having (S)-configuration; an inhibitor of bacterial topoisomerase IV and DNA gyrase										
CHEBI:63299	CHEBI:78616				carbohydrate derivative	Any organooxygen compound derived from a carbohydrate by replacement of one or more hydroxy group(s) by an amino group, a thiol group or similar heteroatomic groups. The term also includes derivatives of these compounds.										
CHEBI:26273	CHEBI:83821				proline derivative	An amino acid derivative resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of proline by a heteroatom. The definition normally excludes peptides containing proline residues.										
CHEBI:83811	CHEBI:83821				proteinogenic amino acid derivative	Any derivative of a proteinogenic amino acid resulting from reaction at an amino group, carboxy group, or a side-chain functional group, or from the replacement of any hydrogen by a heteroatom.										
CHEBI:26649	CHEBI:83821				serine derivative	An amino acid derivative resulting from reaction of serine at the amino group or the carboxy group, or from the replacement of any hydrogen of serine by a heteroatom. The definition normally excludes peptides containing serine residues.										
CHEBI:87113	CHEBI:86478				antibiotic antifungal drug	Any antibiotic antifungal agent used to treat fungal infections in humans or animals.										
CHEBI:87114	CHEBI:86478				antibiotic fungicide	Any antibiotic antifungal agent that has been used as a fungicide.										
CHEBI:2676	CHEBI:88187			GENEPIO:0001097	amoxicillin	A penicillin in which the substituent at position 6 of the penam ring is a 2-amino-2-(4-hydroxyphenyl)acetamido group.										
CHEBI:18208	CHEBI:88187				benzylpenicillin	A penicillin in which the substituent at position 6 of the penam ring is a phenylacetamido group.										
CHEBI:8232	CHEBI:88187				piperacillin	A penicillin in which the substituent at position 6 of the penam ring is a 2-[(4-ethyl-2,3-dioxopiperazin-1-yl)carboxamido]-2-phenylacetamido group.										
GENEPIO:0001237	CHMO:0000993				specimen source material category	The type of material from which the specimen was obtained. Specimens are usually categorized as food, body products or tissues, or environmental material.										
GENEPIO:0000025	CHMO:0000993				subject anatomical site	Name of body site where the specimen was obtained from, such as a specific organ or tissue.										
GENEPIO:0000028	CHMO:0000993				subject body product	substance produced by the body, e.g. stool, mucus, where the specimen was obtained from.										
CHMO:0002743	CHMO:0000993				matrix	Those components of a sample that are not measured by an experiment.										
CHMO:0001019	CHMO:0000999				electrophoresis	A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium, across which an electric field is applied.										
CHMO:0002315	CHMO:0001019				pulsed-field electrophoresis	A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium, across which a pulsed electric field is applied (a field in which the voltage changes direction).										
CHMO:0001030	CHMO:0001019				sieving electrophoresis	An electrophoresis method where the separation medium contains a reticulated system, for example an entangled polymer network, that further separates the analytes according to their size and shape.										
CHMO:0002316	CHMO:0001021			CHMO:0002315	pulsed-field gel electrophoresis	A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium consisting of gel, across which a pulsed electric field is applied (one in which the voltage direction is periodically switched among three directions; one that runs through the central axis of the gel and two that run at an angle of 120 deg. either side).										
CHMO:0001021	CHMO:0001030				gel electrophoresis	A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium consisting of gel, across which an electric field is applied.										
GENEPIO:0001731	CHMO:0002743			GENEPIO:0001237	human clinical specimen											
GENEPIO:0001730	CHMO:0002743				unknown source											
DOID:104	DOID:0050117				bacterial infectious disease	A disease by infectious agent that results_in infection, has_material_basis_in Bacteria.										
